mesh_id,mesh_term,Cardiology,Dermatology,Endocrinology,GI Hepatology,Immuno Rheumatology,Infectious Diseases,Nephrology,Neurology,Psych General,Oncology,Otolaryngology,Pulmonary Medicine,Reproductive Medicine,Psych Specific,Hepatology Specific
G02.111.087.680,Protein Binding,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.685,Protein Denaturation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.690,Protein Folding,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.693.600,"Protein Processing, Post-Translational",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.693.600.400,Protein Prenylation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.693.600.775,Ubiquitination,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.693.600.850,Unfolded Protein Response,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.697,Protein Multimerization,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.750.225.710,Polyadenylation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.750.250,RNA Editing,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.750.700.100,Alternative Splicing,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.800.480,Light Signal Transduction,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.800.480.900,"Vision, Ocular",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.800.580,"Mechanotransduction, Cellular",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.800.800,Second Messenger Systems,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.800.800.100,Calcium Signaling,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.800.850,Synaptic Transmission,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
G02.111.087.820,Substrate Cycling,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.847,"Transcription, Genetic",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.880,Up-Regulation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.097,Body Composition,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.097.134,Body Fat Distribution,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.325,Kinetics,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.325.500,Pharmacokinetics,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.550,Membrane Fluidity,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.060.040,Amino Acid Motifs,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.060.040.500,F-Box Motifs,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.060.270,Exteins,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.060.425.160,Complementarity Determining Regions,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.060.440,Inteins,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.060.670,Protein Sorting Signals,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.060.670.600,Nuclear Export Signals,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.060.720,"Repetitive Sequences, Amino Acid",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.060.720.030,Ankyrin Repeat,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080,Base Sequence,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.380.160,CpG Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.689,"Regulatory Sequences, Nucleic Acid",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.689.330.240,E-Box Elements,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.689.330.400,HIV Enhancer,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G02.111.570.080.689.330.700,Response Elements,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.689.390,Insulator Elements,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.689.450,Locus Control Region,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.689.675,"Promoter Regions, Genetic",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.689.675.700,Response Elements,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.689.675.700.800,Serum Response Element,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.689.675.850,TATA Box,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.689.687,"Regulatory Sequences, Ribonucleic Acid",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.689.687.249,RNA 3' Polyadenylation Signals,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.689.687.500,RNA 5' Terminal Oligopyrimidine Sequence,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.689.810,"Terminator Regions, Genetic",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.708.330.200,DNA Transposable Elements,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.708.330.200.500,Integrons,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.708.330.800.175,Endogenous Retroviruses,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G02.111.570.080.708.330.800.200,"Genes, Intracisternal A-Particle",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G02.111.570.080.708.330.800.400,Long Interspersed Nucleotide Elements,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.708.330.800.800,Short Interspersed Nucleotide Elements,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.708.565,"Segmental Duplications, Genomic",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.708.800,Tandem Repeat Sequences,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.708.800.140,DNA Repeat Expansion,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.708.800.150,"DNA, Satellite",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.708.800.325,Inverted Repeat Sequences,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.708.800.500,Microsatellite Repeats,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.708.800.500.150,Dinucleotide Repeats,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.708.800.500.850,Trinucleotide Repeats,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.708.800.500.850.200,Trinucleotide Repeat Expansion,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.708.800.550,Minisatellite Repeats,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.708.850,Terminal Repeat Sequences,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.080.708.850.400,HIV Long Terminal Repeat,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G02.111.570.080.708.850.400.400,HIV Enhancer,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G02.111.570.120,Binding Sites,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.120.290,"Bay-Region, Polycyclic Aromatic Hydrocarbon",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.120.309,"Binding, Competitive",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.120.408,"Binding Sites, Antibody",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.120.704,Catalytic Domain,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.160,Carbohydrate Sequence,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.580,Conserved Sequence,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.580.175,Consensus Sequence,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790,Molecular Conformation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.117,"Bay-Region, Polycyclic Aromatic Hydrocarbon",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.235,Carbohydrate Conformation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.486,Nucleic Acid Conformation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.486.100,Base Pairing,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.486.550,G-Quadruplexes,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.709,Protein Conformation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.709.600.040,Amino Acid Motifs,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.709.600.040.030,Ankyrin Repeat,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.709.600.040.050,AT-Hook Motifs,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.709.600.040.127,Cystine Knot Motifs,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.709.600.040.205,F-Box Motifs,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.709.600.040.360,Helix-Loop-Helix Motifs,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.709.600.040.360.240,EF Hand Motifs,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.709.600.040.360.360,Helix-Turn-Helix Motifs,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.709.600.040.520,Leucine Zippers,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.709.600.040.752,Proline-Rich Protein Domains,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.709.600.040.985,Zinc Fingers,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.709.600.040.985.500,RING Finger Domains,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.709.610,"Protein Structure, Tertiary",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.709.610.189,Catalytic Domain,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.709.610.380,HMG-Box Domains,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.709.610.480,Kringles,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.709.610.640,Protein Interaction Domains and Motifs,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.709.610.640.080,Ankyrin Repeat,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.709.610.640.500,PDZ Domains,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.709.610.640.625,RING Finger Domains,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.709.610.640.750,src Homology Domains,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.570.790.709.805,"Structural Homology, Protein",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.700,Protein Stability,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.700.500,Enzyme Stability,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.780,RNA Stability,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.810.200.820,"Structural Homology, Protein",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.810.550,"Sequence Homology, Nucleic Acid",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.810.550.830,Synteny,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.830,Structure-Activity Relationship,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.835,Substrate Specificity,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.917,Water-Electrolyte Balance,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.917.750,"Water Loss, Insensible",N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.047,Adsorption,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.060,Air Ionization,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.019.055.860,Transfer RNA Aminoacylation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.026.500,Hemagglutination,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.026.500.500,"Hemagglutination, Viral",N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G02.149.115.029,Alkylation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.040,Allosteric Regulation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.045,Amination,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.050,Anaerobiosis,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G02.149.115.070,Autotrophic Processes,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G02.149.115.090,"Binding, Competitive",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.095,Biocatalysis,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.126,Biosynthetic Pathways,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.157,Biotinylation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.160.500,Gluconeogenesis,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.160.750,Glycolysis,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.160.812,Glycosylation,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.160.937,Photosynthesis,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.160.937.700,Photophosphorylation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.200,Dealkylation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.205,Deamination,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.215,Dimerization,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.219,DNA Repair,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.219.220,DNA Mismatch Repair,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.219.830,SOS Response (Genetics),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.225,Down-Regulation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.240,Electron Transport,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.242,Energy Transfer,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.242.400,Linear Energy Transfer,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.451,Esterification,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.490,Heterotrophic Processes,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
G02.149.115.497,Hydrogenation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.505,Hydrolysis,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.525,Lipogenesis,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.530,Lipolysis,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.535,Lipoylation,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.560,Molecular Mimicry,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.620,Nucleic Acid Hybridization,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.620.500,Base Pairing,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.625,Nucleic Acid Renaturation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.675.050.860,Transfer RNA Aminoacylation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.675.333,"Peptide Biosynthesis, Nucleic Acid-Independent",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.675.871.200,"Frameshifting, Ribosomal",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.675.871.640,"Peptide Chain Elongation, Translational",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.675.871.720,"Peptide Chain Termination, Translational",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.675.871.790,"Protein Modification, Translational",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.675.871.790.600,"Protein Processing, Post-Translational",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.675.871.790.600.850,Unfolded Protein Response,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.675.871.850,Transfer RNA Aminoacylation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.678,Phototrophic Processes,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.678.700,Photosynthesis,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.678.700.700,Photophosphorylation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.149.115.679,Prenylation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C10.228.140.300.535.200.150,Basal Ganglia Hemorrhage,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.535.200.150.500,Putaminal Hemorrhage,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.535.200.200,"Cerebral Hemorrhage, Traumatic",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.535.450,"Intracranial Hemorrhage, Traumatic",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.535.450.200,"Brain Hemorrhage, Traumatic",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.535.450.200.500,"Brain Stem Hemorrhage, Traumatic",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.535.450.200.750,"Cerebral Hemorrhage, Traumatic",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.535.450.300,"Hematoma, Epidural, Cranial",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.535.450.400,"Hematoma, Subdural",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.535.450.400.050,"Hematoma, Subdural, Acute",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.535.450.400.120,"Hematoma, Subdural, Chronic",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.535.450.400.400,"Hematoma, Subdural, Intracranial",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.535.450.650,"Subarachnoid Hemorrhage, Traumatic",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.535.625,Pituitary Apoplexy,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N
C10.228.140.300.535.800,Subarachnoid Hemorrhage,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.535.800.700,"Subarachnoid Hemorrhage, Traumatic",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.750,Sneddon Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.775.200,Brain Infarction,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.775.200.100.500,Lateral Medullary Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.775.200.200,Cerebral Infarction,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.775.200.200.199,"Dementia, Multi-Infarct",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.775.200.200.400,"Infarction, Anterior Cerebral Artery",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.775.200.200.450,"Infarction, Middle Cerebral Artery",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.787,Susac Syndrome,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N
C10.228.140.300.800,Vascular Headaches,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.850,"Vasculitis, Central Nervous System",N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.850.125,"AIDS Arteritis, Central Nervous System",N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C10.228.140.300.850.500,Giant Cell Arteritis,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N
C10.228.140.300.850.750,"Lupus Vasculitis, Central Nervous System",N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.900,"Vasospasm, Intracranial",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.300.950,Vertebral Artery Dissection,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.380,Dementia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.380.070,AIDS Dementia Complex,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C10.228.140.380.132,"Aphasia, Primary Progressive",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.380.132.600,Primary Progressive Nonfluent Aphasia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.380.165,Creutzfeldt-Jakob Syndrome,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C10.228.140.380.230,"Dementia, Vascular",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.380.230.124,CADASIL,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.380.230.250,"Dementia, Multi-Infarct",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.380.254,Diffuse Neurofibrillary Tangles with Calcification,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.380.266,Frontotemporal Lobar Degeneration,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.380.266.299,Frontotemporal Dementia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.380.266.600,Primary Progressive Nonfluent Aphasia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.380.278,Huntington Disease,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.380.326,Kluver-Bucy Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.380.615,Pick Disease of the Brain,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.400,Diffuse Cerebral Sclerosis of Schilder,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.430.525,Limbic Encephalitis,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.430.550,Meningoencephalitis,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N
C10.228.140.461,Encephalomalacia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.490,Epilepsy,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.490.250,"Epilepsies, Myoclonic",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.490.250.650,"Myoclonic Epilepsies, Progressive",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.490.250.650.900,Unverricht-Lundborg Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.490.250.670,"Myoclonic Epilepsy, Juvenile",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.490.360,"Epilepsies, Partial",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.490.360.272,"Epilepsy, Partial, Motor",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.490.360.275,"Epilepsy, Partial, Sensory",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.490.360.280,"Epilepsy, Rolandic",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.490.370,"Epilepsy, Benign Neonatal",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.490.375,"Epilepsy, Generalized",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.490.375.290,"Epilepsy, Tonic-Clonic",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.490.375.760,"Spasms, Infantile",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.490.380,"Epilepsy, Post-Traumatic",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.490.631,Seizures,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.490.650,"Seizures, Febrile",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.490.690,Status Epilepticus,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.490.690.260,Epilepsia Partialis Continua,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.546.399.750,Migraine Disorders,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.546.399.750.250,Migraine with Aura,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.546.399.750.450,Migraine without Aura,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.546.399.875,Tension-Type Headache,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.546.399.937.500,Cluster Headache,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.546.399.937.750,Paroxysmal Hemicrania,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.546.399.937.875,SUNCT Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.546.699,"Headache Disorders, Secondary",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.546.699.249,Post-Traumatic Headache,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.602,Hydrocephalus,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N
C10.228.140.617.200,Bardet-Biedl Syndrome,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C10.228.140.617.477,Hypothalamic Neoplasms,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N
C10.228.140.617.477.299,Pallister-Hall Syndrome,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N
C10.228.140.617.477.600,Pituitary Neoplasms,N,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N
C10.228.140.617.738.200,Empty Sella Syndrome,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N
C10.228.140.617.738.250,Hyperpituitarism,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C10.228.140.617.738.250.100,Acromegaly,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N
